1899.00,vivo Y77 12GB+256GB 夏日听海 旗舰级80W双芯闪充 120Hz护眼原色屏 5000万超清影像 5G 送学生 送长辈,自营
559.00,乐视Letv Y1Pro+ 八核智能手机自营 128GB 超薄游戏大屏全网通4G移动联通电信学生老人机长续航 星空蓝,自营
8999.00,vivo X Fold2 12GB+256GB 弦影黑 2K+ E6 120Hz折叠巨幕 120W双芯闪充 第二代骁龙8 5G 折叠屏 xfold2,自营
5579.00,三星 SAMSUNG Galaxy S22 Ultra 超视觉夜拍系统 超耐用精工设计 大屏S Pen书写 12GB+256GB 曜夜黑 5G,自营
699.00,天语X14ProMax 256GB灵动屏 八核智能手机 超薄电竞游戏4G全网通 学生安卓百元老人机长续航 蓝色,自营
1499.00,荣耀X50i 一亿像素超清影像 轻羽灵感设计 6.7英寸超窄边护眼全视屏 5G手机 8GB+256GB 杨柳风,自营
1599.00,Redmi Note12Pro极速版 5G 骁龙高能芯一亿像素 旗舰影像 OLED柔性直屏 8GB+256GB子夜黑 智能 小米红米,自营
7288.00,华为/HUAWEI P60 Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 512GB 洛可可白 鸿蒙智能旗舰,自营
6999.00,vivo X90 Pro+ 12GB+512GB 原黑 蔡司一英寸T*主摄 自研芯片V2 第二代骁龙8移动平台 5G 拍照,自营
4399.00,OPPO 一加 11 16GB+256GB 一瞬青 第二代骁龙 8,自营
7099.00,三星 SAMSUNG Galaxy S23 Ultra 超视觉夜拍 稳劲性能 大屏S Pen书写 8GB+256GB 悠柔白 5G,自营
1999.00,小米Redmi note12 Turbo红米手机第二代骁龙7+ 超细四窄边OLED直屏6400万像素 冰羽白 12GB+256GB,新品
1269.00,Redmi Note12 5G 120Hz OLED屏幕 骁龙4移动平台 5000mAh长续航 8GB+256GB子夜黑 智能 小米红米,自营
1799.00,小米Redmi note12T Pro红米手机 天玑8200-Ultra LCD旗舰屏 晴海蓝 12GB+256GB,免邮
859.00,OPPO A55s 8GB+128GB 律动黑 双模5G 超大存储 5000mAh超大电池 长续航 后置AI三摄 超清画质 拍照,自营
4399.00,vivo iQOO 11 12GB+256GB 赛道版 第二代骁龙8 2K 144Hz E6全感屏 120W闪充 自研芯片V2 5G电竞iqoo11,自营
2569.00,OPPO 一加Ace 2 新品手机 5G全网通 满血版骁龙8+旗舰平台 浩瀚黑丨16GB+256GB 官方标配,零售
3499.00,vivo S17 Pro 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 拍照手机 山海青 12GB 512GB,京东物流
1899.00,荣耀70 IMX800三主摄 双曲屏设计 高通骁龙778G Plus 66W快充 5G手机 8GB+256GB 冰岛幻境,自营
3089.00,vivo S17 Pro 8GB+256GB 山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G 快充 拍照,自营
949.00,荣耀Play5T 22.5W超级快充 5000mAh大电池 6.5英寸护眼屏 全网通8GB+128GB极光蓝,自营
2499.00,OPPO Reno10 8GB+256GB 溢彩蓝 6400 万水光人像 超光影长焦镜头 80W超级闪充 120Hz OLED 超清曲面屏 5G,自营
2499.00,vivo S16 8GB+256GB 颜如玉 高通骁龙870 前置5000万追焦人像 原彩柔光环 66W闪充 5G 拍照,自营
2599.00,OPPO 一加 Ace Pro 16GB+256GB 黑森 享OPPO官方售后 骁龙8+旗舰芯 长寿版150W闪充 游戏稳帧引擎 5G游戏,自营
589.00,新款Max八核256GB超薄智能手机可用5G卡4G全网通百元便宜游戏电竞学生老人安卓大屏长续航 蓝色 8+128GB,免邮
2089.00,24期【免息】华为智选nzone 50Pro 5G手机 5000mAh大电量 指纹解锁 人脸识别 翡冷翠 8+256GB 官方标配,新品
4599.00,三星 SAMSUNG Galaxy S23 超视觉夜拍 可持续性设计 超亮全视护眼屏 8GB+256GB 悠柔白 5G,自营
4999.00,OPPO Find X6 16GB+512GB 星空黑 超光影三主摄 哈苏影像 80W闪充 天玑9200旗舰芯片 5G拍照,自营
1499.00,华为畅享 60 Pro 5000mAh长续航 40W快充 6.8英寸无界全视屏 双卡双待 128GB 曜金黑 鸿蒙智能HUAWEI,自营
5099.00,"爱心东东
华为mate50 新品上市手机 曜金黑 【碎屏险套装】256G全网通",券1080-220
1689.00,OPPO Reno8 8GB+256GB 微醺 80W超级闪充 5000万水光人像三摄 3200万前置索尼镜头 轻薄机身 5G,自营
4988.01,"爱心东东
华为p60 新品手机 羽砂黑 8+256GB全网通(碎屏险套装）",新品
4399.00,魅族 20 PRO 12GB+256GB 曙光银 第二代骁龙8旗舰芯片 5000mAh电池 支持50W无线超充 超薄机身设计 5G,自营
5799.00,三星 SAMSUNG Galaxy S23+ 超视觉夜拍 可持续性设计 超亮全视护眼屏 8GB+256GB 悠雾紫 5G,自营
1799.00,vivo iQOO Z7新品120W闪充 高通骁龙782G 6400万像素防抖 5G全网通智能手机 12GB+256GB 原子蓝 官方标配,京东物流
2099.00,OPPO K10 暗夜黑 12GB+256GB 天玑 8000-MAX 金刚石VC液冷散热 120Hz高帧变速屏 旗舰5G,自营
4899.00,努比亚 nubia 红魔8Pro+全面屏下游戏手机 12GB+256GB暗夜骑士 第二代骁龙8 165W快充 5000mAh 5G电竞,自营
3079.00,三星 SAMSUNG Galaxy S22 超视觉夜拍系统超清夜景 超电影影像系统 超耐用精工设计 8GB+128GB 雾松绿 5G,自营
4299.00,小米13 旗舰5G智能手机 第二代骁龙8处理器 专业徕卡光学镜头 四窄边屏幕 120Hz高刷 黑色 12GB+256GB,免邮
4399.00,OPPO 一加 11 16GB+256GB 一瞬青 第二代骁龙 8,自营
2699.00,小米 Civi 3 前置仿生双主摄 天玑8200-Ultra 后置5000万光学防抖镜头 12GB+512GB 玫瑰紫 小米 5G,自营
4499.00,OPPO Find X6 12GB+256GB 飞泉绿 超光影三主摄 哈苏影像 80W闪充 天玑9200旗舰芯片 5G拍照,自营
6399.00,OPPO Find N2 Flip 12GB+256GB 流金 任意窗 5000万超清自拍 120Hz镜面屏 4300mAh大电量 5G 小折叠屏,自营
1949.00,华为畅享 60X 7000mAh长续航 6.95英寸 影音大屏 256GB 曜金黑 鸿蒙智能手机HUAWEI,自营
10199.00,Apple/苹果 iPhone 14 Pro Max 库存原装苹果手机14三网通5G双卡双待 【14ProMax 暗紫色6.7寸】 512G 库存未使用【店保一年】,品质溯源
3099.00,OPPO 一加 Ace 2 16GB+256GB 冰河蓝 满血版骁龙®8+旗舰平台 1.5K灵犀触控屏 超帧超画引擎 5G游戏电竞,自营
6149.00,Apple iPhone 14 (A2884) 256GB 星光色 支持移动联通电信5G 双卡双待手机,自营
3399.00,"拍拍
Apple iPhone 11 Pro Max 苹果11promax手机 二手手机 备用机学生机 暗夜绿色 256G",京东物流
7099.00,Apple iPhone 14 Plus (A2888) 256GB 午夜色 支持移动联通电信5G 双卡双待手机,自营
14699.00,三星 SAMSUNG 心系天下 W23 非凡陶瓷 尊奢铰链 瑰丽边框 16GB+512GB 5G折叠 熠金黑 附S Pen,自营
3899.00,nubia 努比亚Z50 Ultra 屏下摄像12GB+256GB 夜海 第二代骁龙8 35mm+85mm黄金双焦段定制光学 5G游戏拍照,自营
5699.00,荣耀Magic5 Pro 第二代骁龙8旗舰芯片 荣耀青海湖电池 5450mAh大电量 鹰眼相机 5G 12GB+256GB 勃朗蓝,自营
1899.00,realme真我11 Pro+ 2亿单镜变焦相机 2160Hz旗舰曲面屏 100W+5000mAh长续航 12GB+256GB 日出之城 5G,自营
8999.00,小米MIX Fold2 轻薄折叠 骁龙8+旗舰处理器 徕卡光学镜头 自研微水滴形态转轴 12GB+256GB 玄夜黑5G,自营
6499.00,小米13Ultra 徕卡光学全焦段四摄 第二代骁龙8处理器 2K超色准屏 IP68防水 16+512GB 橄榄绿 小米 5G,自营
3033.00,【现货速发】小米12S Pro 骁龙8+ 徕卡专业光学镜头 5G智能拍照手机 绿色【8+256GB】 官方标配,零售
2635.00,Redmi K50 至尊版 骁龙8+旗舰处理器 1亿像素光学防抖 120W+5000mAh 12GB+512GB 银迹 小米红米K50 Ultra,自营
2299.00,vivo iQOO Neo8 12GB+256GB 夜岩 第一代骁龙8+ 自研芯片V1+ 120W超快闪充 144Hz高刷 5G游戏电竞性能,自营
1999.00,Redmi K50 天玑8100 2K柔性直屏 OIS光学防抖 67W快充 5500mAh大电量 幻镜 12GB+256GB 5G智能 小米红米,自营
8499.00,三星 SAMSUNG W23 Flip 尊奢黑金 掌心经典 立式自由拍摄系统 小屏大用 12GB+512GB 5G折叠 熠金黑,自营
1098.00,"爱心东东
华为智选 优畅享20Plus 5G手机 40W急速充电 翡冷翠 8G+128GB 碎屏险+原装40W充电套装",京东物流
4999.00,"爱心东东
华为mate50 新品手机 矅金黑 256G 全网通",品质认证
4999.00,vivo X90 Pro 12GB+256GB 原黑 蔡司一英寸T*主摄 天玑9200旗舰芯片 自研芯片V2 120W双芯闪充 5G 拍照,自营
5499.00,三星 SAMSUNG Galaxy Z Flip4 掌心折叠设计 幽紫秘境,自营
2119.00,vivo S16e 12GB+256GB 风信紫 5000万柔光人像 原彩柔光环 OIS超稳光学防抖 5nm旗舰芯片 5G 拍照,自营
5199.00,荣耀Magic5 Pro 第二代骁龙8旗舰芯片 荣耀青海湖电池 5450mAh大电量 鹰眼相机 5G 8GB+256GB 亮黑色,自营
5699.00,ROG7 游戏手机 16GB+512GB 暗影黑 骁龙8 Gen2 矩阵式液冷散热7.0 三星电竞屏 165Hz高刷 2x3Plus肩键 5G,自营
1449.00,荣耀X30 骁龙6nm疾速5G芯 66W超级快充 120Hz全视屏 全网通版 8GB+256GB 幻夜黑,自营
8498.00,Apple iPhone 14 Pro Max (A2896) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机,自营
3899.00,荣耀90 Pro 2亿像素写真相机 零风险调光护眼屏 5000mAh轻薄长续航 16GB+512GB 冰羽蓝 5G,自营
7988.00,华为/HUAWEI P60 Art 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 512GB 流沙金 鸿蒙智能旗舰,自营
5179.00,"拍拍
Apple 苹果 iPhone 14 (A2884) 双卡双待 二手手机 星光色 256G",券4000-250
9499.00,Apple iPhone 14 Pro Max (A2896) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机,自营
1199.00,OPPO K10x 5G手机新品 67W超级闪充 5000mAh超长续航 6400万超清 极夜 8GB+128GB,京东物流
